group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments,author_surname_1,author_name_1,author_surname_2,author_name_2,author_surname_3,author_name_3,author_surname_4,author_name_4,author_surname_5,author_name_5,author_surname_6,author_name_6,author_surname_7,author_name_7,author_surname_8,author_name_8,author_surname_9,author_name_9,author_surname_10,author_name_10
so-so,A,A_gre4ka.info_Biznesmen_z_Frankivska_rozpoviv_istoriu_kavovoho_biznesu_pid_chas_koronacrysy_2020_June22.txt,,,Бізнесмен з Франківська розповів історію кавового бізнесу під час коронакризи,,https://gre4ka.info/statti/61311-biznesmen-z-frankivska-rozpoviv-istoriiu-kavovoho-biznesu-pid-chas-koronakryzy,,Кропивницький,gre4ka.info,2020,,949,0,"у той час як Україна напередодні другої хвилі Covid-19 виклики постають - у той час як Україна напередодні другої хвилі Covid-19, виклики постають; коли всі основні партнери закрились і в один момент фірма практично припинила роботу - коли всі основні партнери закрились, і в один момент фірма практично припинила роботу; коли минув час я бачу - коли минув, час я бачу; багато моїх колег закривалось - багато моїх колег закривались; дійти до клієнта спрацювало - дійти до клієнта, спрацювало; їх - їхні",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_gre4ka.info_U_Kropyvnyckomu_proponuiut`_stvoryty_solianu_kimnatu_dlia_ditei_z_invalidnistiu_2020_June22.txt,,,У Кропивницькому пропонують створити соляну кімнату для дітей з інвалідністю,,https://gre4ka.info/suspilstvo/61314-u-kropivnits-komu-proponuyut-stvoriti-solyanu-kimnatu-dlya-ditej-z-invalidnistyu,,Кропивницький,gre4ka.info,2020,,213,0,"діти побувавши в соляній кімнаті - діти, побувавши в соляній кімнаті",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_gukr_5_finansovykh_variantiv_yaki_mozhut_buty_korysni_dla_pensioneriv_2_2013.txt,,,"5 фінансових варіантів, які можуть будуть корисні для пенсіонерів",Громадянин України,http://gukr.com/article3632.html,,,,2013,,267,0,до банкомату - до банкомата; безкоштовно - безплатно; більш високі - вищі,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_gukr_Bankam_zaboronyly_vidbyraty_majno_u_borzhnukiv_2012.txt,,,Банкам заборонили відбирати майно у боржників,Громадянин України,http://gukr.com/article3473.html,,,,2012,,237,0,"кредиту, квартиру - кредиту квартиру",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_gukr_Novorichni_aktsiyi_bankiv_nuliovych_kredytiv_ne_buvaye_2013.txt,,,Новорічні акції банків: «нульових» кредитів не буває,Громадянин України,http://gukr.com/article3633.html,,,,2013,,230,0,"грн, – - грн», –; ставку по депозиту - ставку за депозитом",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_hromadske.ua_Korniievych_Nova_Yevrokomisiia_shcho_tse_yak_vona_pratsiuie_ta_khto_vzahali_keruie_Yevropeiskym_Soiuzom_2019_June22.txt,Корнієвич,Люда,"Нова Єврокомісія: що це, як вона працює та хто взагалі керує Європейським Союзом?",hromadske.ua,https://hromadske.ua/posts/nova-yevrokomisiya-sho-ce-yak-vona-pracyuye-ta-hto-vzagali-keruye-yevropejskim-soyuzom,,,,2019,,1081,0,Давайте розберемося - Розберімось; переговорником - перемовником; набули чинності в 2018 - набули чинності у 2018,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_hromadske.ua_Kuznietsova_Ranni_shliuby_zhinochi_obrizannia_ta_zaborona_na_osvitu_z_yakymy_problemamy_stykaiutsia_divchata_u_sviti_2019_June22.txt,Кузнєцова,Тетяна,"Ранні шлюби, жіночі обрізання та заборона на освіту — з якими проблемами стикаються дівчата у світі",hromadske.ua,https://hromadske.ua/posts/ranni-shlyubi-zhinochi-obrizannya-ta-zaborona-na-osvitu-z-yakimi-problemami-stikayutsya-divchata-u-sviti,,,,2019,,624,0,до 18-ти років - до 18 років,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_hromadske.ua_Pavliuk_Aktyvisty_po_vsomu_svitu_vymahaly_radykalnykh_dii_dlia_podolannia_zmin_klimatu_2019_June22.txt,Павлюк,Олег,Активісти по всьому світу вимагали радикальних дій для подолання змін клімату,hromadske.ua,https://hromadske.ua/posts/aktivisti-po-vsomu-svitu-vimagali-radikalnih-dij-dlya-podolannya-zmin-klimatu,,,,2019,,317,0,заходів для попередження глобального потепління - заходів для запобігання глобальному потеплінню,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_inspired_Kyrpychova_Frantsuzka_kompania_zapustyla_vyrobnytstvo_zakhysnykh_masok_z_naturalnykh_volokon_konopel_2020_June22.txt,Кирпичова,Аліса,Французька компанія запустила виробництво захисних масок з натуральних волокон конопель,Inspired," https://inspired.com.ua/stream/frantsuzka-kompaniya-zapustyla-vyrobnytstvo-zahysnyh-masok-z-naturalnyh-volokon-konopel/",,Київ,,2020,,113,0,"упаковки- пакування; фільтруюча- фільтраційна; переробці- переробленню ",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_ji.lviv.ua_Prokhasko_Fenomen halytskoyi kukhni_2013.txt,Прохасько,Тарас,Феномен галицької кухні,Ї,http://ji.lviv.ua/n73texts/Prochasko_Fenomen_galyc_kuchni.htm,73,,,2013,,1196,,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kh.depo.ua_Hush_travma_na_stolittya_chomu_dlya_ukraintsiv_golodomor_stav_strashnishim_za_svitovu_viynu_2020_June22.txt,Гуш,Юлія,Травма на століття: Чому для українців Голодомор став страшнішим за світову війну,depo.Харків,https://kh.depo.ua/ukr/kh/travma-na-stolittya-chomu-dlya-ukraintsiv-golodomor-stav-strashnishim-za-svitovu-viynu-202011281250396,,,,2020,,1917,0,"говорили про «голодовку» - говорили про «голодування»;  неможна одразу наїдатися -  не можна одразу наїдатися; неможна було викидати - не можна було викидати; треба піднімати - треба підіймати; по міркам радянської влади - за мірками радянської влади; зустріла односельчан - зустріла односельців; на сьогоднішній день - сьогодні; властива для українців - властива українцям; згідно до документу - згідно з документом; компрометуючий документ - документ, що компроментує",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kh.depo.ua_Rudomskyi_Stvorennya_armii_es_shcho_ukraina_mozhe_zaproponuvati_strategichnim_partneram_2020_June22.txt,Рудомський,Руслан,Створення армії ЄС: Що Україна може запропонувати стратегічним партнерам,depo.Харків,https://www.depo.ua/ukr/war/stvorennya-armii-es-shcho-ukraina-mozhe-zaproponuvati-strategichnim-partneram-202011131244041,,,,2020,,564,0,"Але, насамперед, Україну - Але насамперед Україну; вони, своєю чергою, поділяються -  вони, у свою чергу, поділяються ",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kharkivoda.gov.ua_49_uchyteliv_pochatkovoyi_shkoly_oblasti_uspishno_proyshly_sertyfikatsiyu_u_2020_rotsi_2020_June22.txt,,,49 учителів початкової школи області успішно пройшли сертифікацію у 2020 році,Харківська обласна державна адміністрація,https://kharkivoda.gov.ua/news/105968,,,,2020,,299,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kharkivoda.gov.ua_Na_Kharkivshchyni_prokhodyt_informatsiyna_kampaniya_proty_genderno_obumovlenoho_nasylstva_2020_June22.txt,,,На Харківщині проходить інформаційна кампанія проти ґендерно обумовленого насильства,Харківська обласна державна адміністрація,https://kharkivoda.gov.ua/news/105893,,,,2020,,312,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kharkivoda.gov.ua_Pidtrymka_lyudey_ta_biznesu_pry_zaprovadzhenni_zhorstkoho_karantynu_Shcho_proponuye_uryad_2020_June22.txt,,,Підтримка людей та бізнесу при запровадженні жорсткого карантину. Що пропонує уряд?,Харківська обласна державна адміністрація,https://kharkivoda.gov.ua/news/105956,,,,2020,,297,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kharkivoda.gov.ua_U_KHODA_rozrobyly_dorozhnyu_kartu_z_pidhotovky_vidznachennya_300-richchya_vid_dnya_narodzhennya_H_Skovorody_2020_June22.txt,,,У ХОДА розробили дорожню карту з підготовки відзначення 300-річчя від дня народження Г. Сковороди,Харківська обласна державна адміністрація,https://kharkivoda.gov.ua/news/105964,,,,2020,,315,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kharkivoda.gov.ua_Verkhovna_rada_skhvalyla_zakonoproyekty_shchodo_pidtrymky_lyudey_i_biznesu_na_karantyni_2020_June22.txt,,,Верховна Рада схвалила законопроєкти щодо підтримки людей і бізнесу на карантині,Харківська обласна державна адміністрація,https://kharkivoda.gov.ua/news/105970,,,,2020,,736,0,призупинити - тимчасово зупинити,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kirovograd.net_Krok_u_maibutnie_z_DIUI_2020_June22.txt,,,Крок у майбутнє з ДЮІ!,,"http://www.kirovograd.net/2020/09/10/крок-у-майбутнє-з-дюі/ ",,Кропивницький,kirovograd.net,2020,,274,0,трьохразовим - триразовим,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kirovograd.net_Serhii_Taruta_Nam_Potribna_nova_model`_rozvytku_Ukrainy_-_liudunocentrychna_2019_June22.txt,,,Сергій Тарута: Нам потрібна нова модель розвитку України – людиноцентрична,,http://novosti.kr.ua/2019/02/sergiy-taruta-nam-potribna-nova-model-rozvitku-ukrayini-lyudinotsentrichna/,,Кропивницький,novosti.kr.ua,2019,,971,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kirovograd.net_U Tsentri_sotsialno_psykholohichnoyi_adaptatsiyi_2014(pomylky).txt,,,У Центрі соціально-психологічної адаптації дітей навчали правилам поведінки у випадку надзвичайної ситуації,Весь Кіровоград,http://www.kirovograd.net/society/2014/12/25/u_centri_socialnopsihologichnoyi_adaptaciyi_ditei_navchali_pravilam_povedinki_u_vipadku_nadzvichainoyi_situaciyi.htm,,,,2014,,392,0,"незважаючи на - попри; можливо буде - можна буде; З фільму дізнатися - З фільму можна дізнатися; рекомендації як протидіяти - рекомендації, як протидіяти; не гарантують повну безпеку - не гарантують повної безпеки",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kurs.if.ua_Bas_Novorichna_kazka_2016.txt,Бас,Олена," Новорічна казка: як у Франківську роблять ялинкові прикраси",KURS,https://kurs.if.ua/articles/yak_u_frankivsku_zyavlyayutsya_na_svit_yalynkovi_prykrasy_47373.html,,Івано-Франківськ,,2016,,613,0,переплавляють - перетоплюють,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_kurs_Kushnirenko_Bez kravatok_z_keptarem_spohady_pro_te_ yak_Zbigniev_Bzhezinskyi_u_Karpatakh_vidpochyvav_2017_June22.txt,Кушніренко,Наталія,"Без краваток, з кептарем: спогади про те, як Збіґнєв Бжезінський у Карпатах відпочивав",Kurs,https://kurs.if.ua/articles/bez_kravatok_z_keptarem_spogady_pro_te_yak_zbigniev_bzhezinskyy_u_karpatah_vidpochyvav_59815.html,,,,2017,,2173,1,"Той зробив кілька кроків до столу, присунув до себе вазу, запустив п’ятірню у черешнею і засмакував - Той зробив кілька кроків до столу, присунув до себе вазу, запустив п’ятірню у черешню і засмакував; Після завершення літургії Збіґ поділився: його вразило, з яким благоговінням і майже фанатичною вірою на лицях люди слухали богослужіння в храмі - Після завершення літургії Збіґ поділився: його вразило, з якою побожністю і майже фанатичною вірою на лицях люди слухали богослужіння в храмі; Ян на повному серйозі за своє: тоді віддавай, каже, по курсу купонами - Ян цілком серйозно за своє: тоді віддавай, каже, по курсу купонами",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_life.pravda.com.ua_Budivska_Tskuvannia_u_shkoli_yak_vyrishyty_problemu_systemno_2018_June22.txt,Будівська,Галина,Цькування у школі: як вирішити проблему системно,Українська Правда. Життя,https://life.pravda.com.ua/society/2018/07/4/231876/,,Київ,,2018,,927,0,"унаслідується – наслідується, затребуваною – потрібною",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_life.pravda.com.ua_Dyachenko_Mandrivnyk_i_vchytel_Ben_Parti_Podorozh_-_tse_hra_2018_June22.txt,Дяченко,Вікторія,Мандрівник і вчитель Бен Парті: Подорож – це гра,Українська Правда. Життя," https://life.pravda.com.ua/society/2018/09/5/232910/",,Київ,,2018,,926,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_myvin.com.ua_Otrymaty_dovidku_z_Derzhavnoho_reyestru_2015(pomylky).txt,,,Отримати довідку з Державного реєстру речових прав відтепер можна через Інтернет,Моя Вінниця,http://www.myvin.com.ua/ua/news/useful/34061.html,,,,2015,,306,0,з структури - від структури; по своєму - по-своєму; вирішити цю проблему - розв’язати цю проблему; он-лайн режимі - онлайн-режимі/онлайновому режимі,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_novini-zt.info_Reksha_Den_ispytu(pomylky).txt,,,"День іспиту, або Скільки коштує отримати водійське посвідчення у Житомирі",Житомирські Новини,http://www.novini-zt.info/news/novini-zhitomira/den-ispitu-abo-skilki-koshtuye-otrimati-vodiyske-posvidchennya-u-zhitomiri.html,,,,2015,,771,0,"по порядку - по черзі; їх досвід - їхній досвід; при подачі документів у школі - коли ви подаватимете документи в школі; заправлятися на А-92 - заправлятися А-92; Щоб мати допуск до - Щоб вас допустили до; перевірять по спеціальній базі - перевірять у спеціальній базі; В Обласному - В обласному; на перездачі - перескладання; три перездачі - три перескладання; здавати водіння - складати водіння ","тут ще й в першому рядку є слово ""здавати""; якщо це зовсім зле, можа обрізати перший абзац-два",Рекша,Олена,Руденький,Дмитро,,,,,,,,,,,,,,,,
so-so,A,A_novosti.kr.ua_Bondar_Obitsyanoho_5_rokiv_chekayut_2014(pomylky).txt,Бондар,Олег,Обіцяного 5 років чекають,Новини Кіровоградщини,http://novosti.kr.ua/analytics/obicyanogo-5-rokiv-chekayut.html,,,,2014,,430,0,до бездомних немає нікому діла - до бездомних усім байдуже; Лєту - Лету; гуртожитку по вулиці Тельмана - гуртожитку на вулиці Тельмана,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_np.pl.ua_2_lyutoho_Vsesvitniy_den_vodno-bolotnykh_uhid_2013(pomylky).txt,,,2 лютого – Всесвітній день водно-болотних угідь,Новини Полтавщини,http://np.pl.ua/2013/02/2-lyutoho-vsesvitnij-den-vodno-bolotnyh-uhid/,,,,2013,,347,0,кругообігу - колообігу; водно-болотні угіддя займають ключові позиції у цьому взаємозв’язку - водно-болотні угіддя є ключовою ланкою в цьому колообігу; Виключне - Виняткове; гідромережа середніх та малих річок - мережа середніх та малих річок; обумовила формування - зумовила формування,"Як розповіли в Держуправлінні охорони навколишнього природного середовища в Полтавській області, вода все об’єднує. - це як зі шкільного твору",,,,,,,,,,,,,,,,,,,,
so-so,A,A_np.pl.ua_Ukrayinski_myttsi_ozvuchat_film_2015(pomylky).txt,,,Українські митці озвучать фільм Тіма Бертона «Великі очі»,Новини Полтавщини,http://np.pl.ua/2015/01/ukrajinski-myttsi-ozvuchat-film-tima-bertona-velyki-ochi/,,,,2015,,236,0,кінодистрибютору - кінодистриб’ютору; кінодистрибютора - кінодистриб’ютора,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_nv.ua_Starovoyt_Pro_zoloto_sriblo_chavun_i_efect_Vertigo_2020.txt,Старовойт,Ірина,"Про золото, срібло, чавун і ефект Vertigo",НВ," https://nv.ua/ukr/opinion/koronavirus-kriza-maybutnye-yakim-maye-buti-svit-ostanni-novini-50084304.html",,,,2020,,1263,0,"мнимої – позірної; їх професія - їхня професія; потомственні – нащадкові; настройках - налаштуваннях; Принаймні, інфраструктура - Принаймні інфраструктура; зборки – збирання",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_podolyanin.com.ua_Koval_Try_tysiachi_dolariv_zarplata_2015.txt,Коваль,Олена,Три тисячі доларів. Якщо знаєш мову,Подолянин,http://podolyanin.com.ua/education/8437/,,Кам’янець-Подільський,,2015,,853,0,Як...так - і...і; оволодіти - опанувати; робити вигляд - вдавати; обстановках - обставинах; домінуюча - домінантна; оволодівають - опановують,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_poglyad.tv_Stets_Gigabajt_v_sekundu_yak_wi_fi_6_znyshhyt_standart_2020.txt,Стець,Олена,Гігабайт в секунду. Як Wi-Fi 6 знищить стандарт 2014 року,Погляд,https://www.poglyad.tv/gigabajt-v-sekundu-yak-wi-fi-6-znyshhyt-standart-2014-roku/,Київ,,,2020,,309,0,передачі інформації - передавання інформації; приставку - префікс; Підсумуємо. - Підсумуймо.,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_prykordonnya.info_Buchko_Khto_pretenduye_na_posadu_2019.txt,Бучко,Андрій,Хто претендує на посаду нового голови Жовківської РДА,Прикордоння,http://prykordonnya.info/6946/khto-pretenduye-na-posadu-novogo-golovy-rda/,,Жовківський район,,2019,,680,0,повне співпадіння – повний збіг; у окрузі - в окрузі; грн. - грн; Сєвєродонецька – Сіверськодонецька; їхнього обговорення - їх обговорення; у друкованій - в друкованій,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_regionews_sumy_Eurosoyuz_skhvalyv_sproshchennia_vizovoho_rezhymu_dlia_Ukrayiny_2013(pomylky).txt,,,Євросоюз схвалив спрощення візового режиму для України,RegioNews-Суми,http://regionews.sumy.ua/?q=node/15213,,,,2013,,247,0,ЄЛІСЕЄВ - ЄЛІСЄЄВ; організованих муніципалітетами - що їх зорганізували муніципалітети; освітньої підготовки - навчання,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_regionews_sumy_Forbes_nazvav_ukrayinski_banky_v_yakyh_pomenshalo_depozytiv_2013(pomylky).txt,,,"Forbes назвав українські банки, в яких поменшало депозитів",RegioNews-Суми,http://regionews.sumy.ua/?q=node/18788,,,,2013,,212,0,млрд. - млрд; грн. - грн,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_regionews_sumy_Sumski_pidpryyemtsi_rospodiliat_mizh_soboyu_1_3_mln_hrn_2013(pomylky).txt,,,"Сумські підприємці розподілять між собою 1,3 млн. грн.",RegioNews-Суми,http://regionews.sumy.ua/?q=node/18229,,,,2013,,207,0,млн. - млн,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_sportzt.com_Zhytomyriany_uspishno_vystupyly(malo prozy).txt,,,Житомиряни успішно виступили на чемпіонаті України зі спортивної аеробіки,Спортивний Житомир,http://sportzt.com/news/%D0%B3%D1%96%D0%BC%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B0%D0%B5%D1%80%D0%BE%D0%B1%D1%96%D0%BA%D0%B0/%D0%B6%D0%B8%D1%82%D0%BE%D0%BC%D0%B8%D1%80%D1%8F%D0%BD%D0%B8-%D1%83%D1%81%D0%BF%D1%96%D1%88%D0%BD%D0%BE-%D0%B2%D0%B8%D1%81%D1%82%D1%83%D0%BF%D0%B8%D0%BB%D0%B8-%D0%BD%D0%B0-%D1%87%D0%B5%D0%BC%D0%BF%D1%96%D0%BE%D0%BD%D0%B0%D1%82%D1%96-%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8-%D0%B7%D1%96-%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%97-%D0%B0%D0%B5%D1%80%D0%BE%D0%B1%D1%96%D0%BA%D0%B8,,,,2014,,356,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_sportzt.com_Zhytomyrski_sportsmeny_zdobuly(pomylky).txt,,,Житомирські спортсмени здобули «золото» і «срібло» на чемпіонаті світу з гирьового спорту,Спортивний Житомир,http://sportzt.com/news/%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D0%B9-%D0%B3%D0%B8%D1%80%D1%8C%D0%BE%D0%B2%D0%B8%D0%B9-%D1%81%D0%BF%D0%BE%D1%80%D1%82/%D0%B6%D0%B8%D1%82%D0%BE%D0%BC%D0%B8%D1%80%D1%81%D1%8C%D0%BA%D1%96-%D1%81%D0%BF%D0%BE%D1%80%D1%82%D1%81%D0%BC%D0%B5%D0%BD%D0%B8-%D0%B7%D0%B4%D0%BE%D0%B1%D1%83%D0%BB%D0%B8-%C2%AB%D0%B7%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%C2%BB-%D1%96-%C2%AB%D1%81%D1%80%D1%96%D0%B1%D0%BB%D0%BE%C2%BB-%D0%BD%D0%B0-%D1%87%D0%B5%D0%BC%D0%BF%D1%96%D0%BE%D0%BD%D0%B0%D1%82%D1%96-%D1%81%D0%B2%D1%96%D1%82%D1%83-%D0%B7,,,,2013,,144,0,Заслужений тренер України та інші звання - треба писати з малої літери,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_ternopoliany.te.ua_Ternopilski_volontery_vlashtuvaly_2015(zabahato_priamoi_movy).txt,,,Тернопільські волонтери влаштували для бійців АТО незабутній «вікенд»,Тернополяни,http://ternopoliany.te.ua/zhittya/6660-ternopilski-volontery-vlashtuvaly-dlia-biitsiv-ato-nezabutnii-vikend,,,,2015,,218,0,Логістичного центра - Логістичного центру,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_tyzhden.ua_Makarov_Dura lex_2013.txt,Макаров,Юрій,Dura lex,Український тиждень,tyzhden.ua/Columns/50/86563,32,,,2013,,621,,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_tyzhden.ua_Mykhelson_Uzurpatsia_imenem_Yevropy_2013.txt,Михельсон,Олександр,Узурпація іменем Європи,Український тиждень,tyzhden.ua/Politics/91695,42,,,2013,,1230,,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_vechirka.com.ua_Vitko_De_prykhystyty_pereselentsiv_2014(pomylky).txt,Вітько,Іван,Де прихистити переселенців,Вечірня газета,http://www.vechirka.com.ua/de-prixistiti-pereselenc-v,,,,2014,,329,0,"співвітчизників - земляків; 196 чоловік - 196 осіб; особи завдяки - особи, завдяки; вирішення житлових проблем  = розв’язання житлових проблем; начальник перший - начальник - перший; до цього діла - до цієї справи ",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_volynnews_Otrymav_spadok._Platy_podatok_2015(pomylky).txt,,,Отримав спадок. Плати податок?,Волинські новини,http://www.volynnews.com/news/society/otrymav-spadok-platyty-podatok/,,Луцьк,,2015,,188,0,", або - кома зайва; разом з тим - Водночас",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_wz.lviv.ua_Hutyk_I_koliad_zaspivaly_i_hai_vriatuvaly_2015(zabahato_priamoi_movy).txt,Гутик,Олена,"І коляд заспівали, і гай врятували",Високий Замок,http://www.wz.lviv.ua/life/129934,,,,2015,,726,0,косичку-трикінцівку  - кіску-трикінцівку,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_wz.lviv.ua_Polumatskanych_Benzyn_bude_po_20_hryven_2014(pomylky).txt,Полумацканич,Богдан,Бензин буде по 20 гривень?,Високий Замок,http://www.wz.lviv.ua/economics/129729,,,,2014,,356,0,"Середня ціна літра 95-го бензину 18 грудня сягнула 17,27 гривні за літр - Середня ціна літра 95-го бензину 18 грудня сягнула 17,27 гривні; на АЗС слід очікувати плюс гривні на літрі до тієї ціни, яку ви бачите на АЗС - слід очікувати плюс гривні на літрі до тієї ціни, яку ви бачите на АЗС; на нафту, як наслідок, і на нафтопродукти, впали - на нафту і, як наслідок, на нафтопродукти впали; це не помітили - цього не помітили",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_zorya.poltava.ua_Vovk_Yaskravi_strilky_hladiolusiv_2013(zabahato pasyvu).txt,Вовк,Наталія,Яскраві стрілки гладіолусів,Зоря Полтавщини,http://www.zorya.poltava.ua/?p=6762,,,,2013,,356,0,добрива вносяться - добрива вносять; Уражуються вони й всюдисущою сірою гниллю - Уражує їх і всюдисуща сіра гниль; не зламав благородні квіти - не зламав благородних квітів; При виконанні усіх цих рекомендацій -  Якщо виконати усі ці рекомендації,,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Gudziak_Spravzhnist_u_vik_virtualnosti_2016.txt,Ґудзяк,Борис,Справжність у вік віртуальності,zbruc.eu,https://zbruc.eu/node/92083,,,,2019,,1460,1,"в своєму - у своєму; затрудняються – утрудняються; трансформуючого – трансформувального; маєм – маємо; Тройці - Трійці; З сприйманням - Зі сприйманням; з сприйманням - зі сприйманням; Не тільки тому що - Не тільки тому, що; родження  – народження; йдем – йдемо; можем – можемо; в Святому - у Святому; дитятки – дитятка; маєм - маємо; тишині – тиші; розвиваємся - розвиваємося; затруднялися - утруднялися; маєм - маємо; месседж - меседж; освободжує – звільняє; звільняємся  – звільняємося; задовільнити  – задовольнити",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Hryshko_Toy_khto_vyvchaie_Koran_i_navchaie_inshykh_2015.txt,Гришко,Григорій,"ТОЙ, ХТО ВИВЧАЄ КОРАН І НАВЧАЄ ІНШИХ...",Офіційне видання Духовного управління мусульман “Умма”,http://issuu.com/dumuumma/docs/umma_26._web/5?e=9796538/30242784,26,Київ,Орган духовного управління мусульман України “Умма”,2015,5,954,0,"отже причина - отже, причина; вище й вище за ступенями - вище й вище ступенями; зважаючи на те, скільки зможе прочитати - залежно від того, скільки зможе прочитати; закінчення її науки - закінчення своєї науки",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Khaustov_495_rokiv_vid_pochatku_liuteranskoi_reformatsii_reformatsiia_tryvaie_3_2012.txt,Хаустов,Віктор,495 років від початку Лютеранської Реформації – Реформація триває!,,http://lutheran.kh.ua/index.php/statti/55-495-rokiv-vid-pochatku-liuteranskoi-reformatsii-reformatsiia-tryvaie,,Харків,,2012,,351,0,"писемних мирян – письменних мирян; Таким чином, - Отже,; віруючого – вірянина",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Khaustov_495_rokiv_vid_pochatku_liuteranskoi_reformatsii_reformatsiia_tryvaie_4_2012.txt,Хаустов,Віктор,495 років від початку Лютеранської Реформації – Реформація триває!,,http://lutheran.kh.ua/index.php/statti/55-495-rokiv-vid-pochatku-liuteranskoi-reformatsii-reformatsiia-tryvaie,,Харків,,2012,,564,0,"Реформацію, – Реформацію – ; невід’ємну частину - невіддільну частину; віруючих – вірян; їх відданість – їхню відданість; задаємося питанням – ставимо собі питання; ні в якій мірі - ніякою мірою; невіруючого – невірника; відволікає від головного - відвертає від головного;",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Krokosh_UGKC_i_tomos_pro_ukrayinsku_avtokefaliyu_2019.txt,Крокош,Микола,УГКЦ і томос про українську автокефалію,religion.in.ua,https://www.religion.in.ua/main/bogoslovya/42857-ugkc-i-tomos-pro-ukrayinsku-avtokefaliyu.html,,,,2019,,620,0," наслідником – наступником; грядуть – наближаються",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Kurylo_Chas_moho_prykhodu_vzhe_blyzko_2013.txt,Курило,Степан,Час Мого приходу вже близько...,Греко-Католицька традиція,http://www.saintjosaphat.org/statti/article/chas-moho-prykhodu-vzhe-blyzko/,№3(187),Львів,Духовна Семінарія Непорочного Серця Матері Божої Фатімської,2013,,1964,0,"упадку – падіння; свій упадок – своє падіння; певні межі і Бог дає час – певні межі, і Бог дає час; обманщика – ошуканця; повинні були залишити храм – вони повинні були залишити храм; Галилейській – Галілейській; обманщика - ошуканця; в свята - у свята",,,,,,,,,,,,,,,,,,,,,
so-so,B,B_Lukasyk_Yaroslav_Hrystyuanske_korinnya_patriotyzmu_2019.txt,Лукасик,Ярослав,Християнське коріння патріотизму,,www.slovoproslovo.info,,,,2019,,1298,0,"давайте з'ясуємо - з'ясуймо; з своїм - зі своїм; народу, стала - народу стала; знаходилася - перебувала; охарактеризував - схарактеризував",,,,,,,,,,,,,,,,,,,,,
